,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
yadK,1.345743943144008,1.0,147489.0,putative fimbrial-like adhesin protein,b0136,
ykfN,1.309405626123293,2.0,258860.0,No_gene_product,b4626,
ykgL,1.3890784121910544,3.0,307822.0,uncharacterized protein,b0295,
ykgP,1.5033361253823652,3.0,309426.0,No_gene_product,b4630,
ybaQ,1.3688094537018642,4.0,503808.0,putative DNA-binding transcriptional regulator,b0483,
cbdX,1.2914243113076291,5.0,1035900.0,putative cytochrome bd-II oxidase subunit,b4592,
ldrA,1.3978274663703771,6.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,1.4191022814138061,6.0,1265693.0,"toxic polypeptide, small",b4423,
tfaR,1.6945423987411656,7.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
torI,1.3882664471635338,8.0,2469888.0,response regulator inhibitor for tor operon,b4501,
pheL,1.503187381972104,9.0,2730957.0,pheA gene leader peptide,b2598,
rplS,1.3141830006794673,10.0,2737541.0,50S ribosomal subunit protein L19,b2606,
yfjJ,1.4065704819597515,11.0,2753905.0,CP4-57 prophage; uncharacterized protein,b2626,
yfjR,1.3399804953494239,12.0,2763061.0,CP4-57 prophage; putative DNA-binding transcriptional regulator,b2634,
yfjU,1.4458813980562077,12.0,2765360.0,No_gene_product,b2638,
yqeJ,1.3666386636661692,13.0,2982662.0,uncharacterized protein,b2848,
yqeK,1.5667537639514253,13.0,2983293.0,uncharacterized protein,b2849,
ygeG,1.4235041189207247,13.0,2984626.0,SycD-like chaperone family TPR-repeat-containing protein,b2851,
ygeH,1.4004965400423262,13.0,2985452.0,putative transcriptional regulator,b2852,
ygeI,1.387703776230719,13.0,2987008.0,uncharacterized protein,b2853,
ygeN,1.3565169503042804,13.0,2988672.0,No_gene_product,b2858,
yqgB,1.3089665959867482,14.0,3079278.0,uncharacterized protein,b2939,
uspA,1.31092649918334,15.0,3633470.0,universal stress global response regulator,b3495,
ldrD,1.2943381118370874,16.0,3693339.0,"toxic polypeptide, small",b4453,
insK,1.3692126115939531,17.0,3715072.0,IS150 transposase B,b3558,
yibG,1.331862895667815,18.0,3761536.0,TPR-like repeat protein,b3596,
atpF,1.401126750814929,19.0,3913777.0,"F0 sector of membrane-bound ATP synthase, subunit b",b3736,['ATPS4rpp']
atpI,1.3509692106558129,19.0,3915776.0,"ATP synthase, membrane-bound accessory factor",b3739,['ATPS4rpp']
murB,1.3673071425608545,20.0,4161984.0,"UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding",b3972,['UAPGR']
tufB,1.5923055669925374,20.0,4165871.0,translation elongation factor EF-Tu 2,b3980,
yjbT,1.4134200795829066,21.0,4229704.0,putative periplasmic protein,b4620,
ecnB,1.5025788862028535,22.0,4366369.0,entericidin B membrane lipoprotein,b4411,
