,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
ykgL,1.3579776709969082,1.0,307822.0,uncharacterized protein,b0295,
ykgR,1.5106854169145385,1.0,308851.0,uncharacterized protein,b4671,
ykgP,1.64215467002325,1.0,309426.0,No_gene_product,b4630,
tomB,1.401859632232506,2.0,475789.0,Hha toxicity attenuator; conjugation-related protein,b0461,
ylcH,1.400637821752891,3.0,567823.0,"uncharacterized protein, DLP12 prophage",b4588,
tfaX,1.354744181420924,4.0,578560.0,No_gene_product,b0563,
infA,1.597613160352947,5.0,921680.0,translation initiation factor IF-1,b0884,
rmf,1.357707166497523,6.0,1011200.0,ribosome modulation factor,b0953,
pinE,1.4150343808496615,7.0,1205140.0,e14 prophage; site-specific DNA recombinase,b1158,
ycgZ,1.3962757436746318,8.0,1211392.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1164,
minE,1.595254187915489,9.0,1219734.0,cell division topological specificity factor,b1174,
ycgJ,1.3976468992556634,9.0,1222055.0,uncharacterized protein,b1177,
ldrC,1.3364825819809476,10.0,1265693.0,"toxic polypeptide, small",b4423,
ymiA,1.3704003852035223,11.0,1329380.0,uncharacterized protein,b4522,
ydaS,1.5466518269494007,12.0,1414656.0,Rac prophage; putative DNA-binding transcriptional regulator,b1357,
ynaE,1.9990351864693934,13.0,1428480.0,"cold shock protein, Rac prophage",b1375,
yncL,1.536896673053801,14.0,1511424.0,stress-induced small inner membrane enterobacterial protein,b4598,
yneL,1.5315964755189722,15.0,1584640.0,No_gene_product,b1506,
ydfK,1.9930390033996883,16.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
cspB,1.4225944332875464,17.0,1635595.0,Qin prophage; cold shock protein,b1557,
ydgU,1.4917646879845023,18.0,1666048.0,stationary phase-induced protein,b4601,
ydiZ,1.3836965137348458,19.0,1801728.0,uncharacterized protein,b1724,
yoaI,1.4483351906082094,20.0,1868334.0,uncharacterized protein,b1788,
yegZ,1.7899028729483228,21.0,2161152.0,No_gene_product,b2083,
yegR,1.3781038862656305,21.0,2161664.0,uncharacterized protein,b2085,
yfaE,1.3293185148885154,22.0,2341992.0,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,b2236,
yfaH,1.496824958881952,22.0,2343129.0,No_gene_product,b2238,
yfbN,1.5597100798218815,23.0,2381824.0,uncharacterized protein,b2273,
smrB,1.4216819706465045,24.0,2442084.0,putative DNA endonuclease,b2331,
yfcZ,1.3955327123282195,25.0,2454128.0,UPF0381 family protein,b2343,
gtrA,1.4658437619989944,26.0,2461333.0,CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase,b2350,
yfdR,1.5731438509468896,27.0,2468462.0,CPS-53 (KpLE1) prophage; conserved protein,b2361,
yfdT,1.4303835926673105,27.0,2469376.0,CPS-53 (KpLE1) prophage; uncharacterized protein,b2363,
ypdJ,1.4080448714272327,27.0,2469659.0,No_gene_product,b4545,
torI,1.3721414749958112,27.0,2469888.0,response regulator inhibitor for tor operon,b4501,
xapA,1.419758109281553,28.0,2517403.0,purine nucleoside phosphorylase 2; nicotinamide 1-beta-D-riboside synthase,b2407,"['PUNP6', 'PUNP7', 'PUNP3', 'PUNP5', 'PUNP4']"
yfeK,1.455777310395295,29.0,2530700.0,uncharacterized protein,b2419,
ypfM,1.8414278207064512,30.0,2584192.0,stress-induced small enterobacterial protein,b4606,
pheL,1.2906784057540333,31.0,2730957.0,pheA gene leader peptide,b2598,
yfiL,1.560875261702427,31.0,2734718.0,lipoprotein,b2602,
rplS,1.376847691764365,31.0,2737541.0,50S ribosomal subunit protein L19,b2606,
bamE,1.4990457674262871,32.0,2746963.0,lipoprotein component of BamABCDE OM biogenesis complex,b2617,
yfjU,1.3741840729159565,33.0,2765360.0,No_gene_product,b2638,
csrA,1.440244488291114,34.0,2812416.0,pleiotropic regulatory protein for carbon source metabolism,b2696,
ygdI,1.357504288122984,35.0,2936320.0,DUF903 family verified lipoprotein,b2809,
yqeL,1.496380797173085,36.0,2983177.0,uncharacterized protein,b4683,
cptA,1.713585670493826,37.0,3033774.0,toxin of CptAB toxin-antitoxin pair,b2896,
ibsC,1.7077129382520264,38.0,3050248.0,toxic membrane protein,b4665,
yqfE,1.3862951100781868,38.0,3053056.0,No_gene_product,b2915,
mqsR,1.5092211083930596,39.0,3161606.0,GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system; biofilm/motility regulator; anti-repressor,b3022,
rpmJ,1.3680522295958055,40.0,3436032.0,50S ribosomal subunit protein L36,b3299,
cspA,1.5487042976373664,41.0,3713536.0,"RNA chaperone and antiterminator, cold-inducible",b3556,
yiaW,1.5072627590403276,42.0,3747464.0,DUF3302 family inner membrane protein,b3587,
yibA,1.4013570624685998,43.0,3760128.0,putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein,b3594,
yicS,1.402005498563508,44.0,3833856.0,putative periplasmic protein,b4555,
ilvX,1.30011357617254,45.0,3943866.0,uncharacterized protein,b4669,
yigF,1.474777750907953,46.0,3995778.0,DUF2628 family putative inner membrane protein,b3817,
yigG,1.5170815306753216,46.0,3996172.0,PRK11371 family inner membrane protein,b3818,
yiiS,1.3820002739056427,47.0,4103168.0,UPF0381 family protein,b3922,
yjbT,1.4087806459468548,48.0,4229704.0,putative periplasmic protein,b4620,
yjbS,1.4766482600776827,49.0,4258816.0,uncharacterized protein,b4621,
yjiX,1.4198608792410634,50.0,4578816.0,DUF466 family protein,b4353,
yjjY,1.3627920755444767,51.0,4630218.0,uncharacterized protein,b4402,
