,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
ykfN,1.3480162481777476,1.0,258860.0,No_gene_product,b4626,
ykgR,1.373987627080568,2.0,308851.0,uncharacterized protein,b4671,
ybbC,1.3506342988497273,3.0,523036.0,putative immunity protein,b0498,
ldrC,1.3858092150042487,4.0,1265693.0,"toxic polypeptide, small",b4423,
tfaR,1.8690723102848674,5.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
ynaE,1.8069551776102484,5.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ynbG,1.288616189919027,6.0,1459456.0,uncharacterized protein,b4674,
ydfK,1.7582207152664773,7.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
tfaQ,1.8840820877430706,7.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
hisL,1.3231682679520367,8.0,2083476.0,his operon leader peptide,b2018,
ogrK,1.451644104100024,9.0,2160782.0,"orphan Ogr protein, positive regulator of P2 growth",b2082,
yfjU,1.332182099234773,10.0,2765360.0,No_gene_product,b2638,
stpA,1.3343785730645894,11.0,2791449.0,"DNA binding protein, nucleoid-associated",b2669,
yqcG,1.6498128483010377,12.0,2898944.0,membrane stress resistance protein,b4682,
mazF,1.3593862194725046,12.0,2904114.0,"mRNA interferase toxin, antitoxin is MazE",b2782,
yqeH,1.3514692528521726,13.0,2980894.0,putative LuxR family transcriptional regulator,b2846,
yqeJ,1.3693490465658902,13.0,2982662.0,uncharacterized protein,b2848,
yqeL,1.5246014953071654,13.0,2983177.0,uncharacterized protein,b4683,
yqeK,1.5467445548264303,13.0,2983293.0,uncharacterized protein,b2849,
ygeF,1.3966050488036317,13.0,2983936.0,No_gene_product,b2850,
tdcR,1.369431320582856,14.0,3260928.0,L-threonine dehydratase operon activator protein,b3119,
rpsL,1.342441206850308,15.0,3467536.0,30S ribosomal subunit protein S12,b3342,
gadE,1.4135940909151434,16.0,3651725.0,gad regulon transcriptional activator,b3512,
yhjR,1.3819343036252334,17.0,3689472.0,DUF2629 family protein,b3535,
yibA,1.3946860339867166,18.0,3760128.0,putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein,b3594,
yibG,1.5367500515845862,18.0,3761536.0,TPR-like repeat protein,b3596,
waaU,1.4910714089304944,19.0,3791598.0,lipopolysaccharide core biosynthesis,b3623,['HEPT4']
yiiE,1.320799018078206,20.0,4072656.0,CopG family putative transcriptional regulator,b3889,
yjdQ,1.3296932368293937,21.0,4352007.0,No_gene_product,b4654,
ythA,1.3536021593864582,22.0,4496384.0,uncharacterized protein,b4655,
