,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
ldrA,1.4775408610155973,1.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,1.5395446365995638,1.0,1265693.0,"toxic polypeptide, small",b4423,
tfaR,1.7528294725265443,2.0,1426667.0,Rac prophage; putative tail fiber assembly protein,b1373,
tfaQ,1.7199214361812256,3.0,1628566.0,Qin prophage; putative tail fibre assembly protein,b1546,
rfbC,1.3581337446600972,4.0,2103296.0,"dTDP-4-deoxyrhamnose-3,5-epimerase",b2038,['TDPDRE']
yegR,1.313715682917472,5.0,2161664.0,uncharacterized protein,b2085,
gatD,1.3528354286235629,5.0,2165313.0,"galactitol-1-phosphate dehydrogenase, Zn-dependent and NAD(P)-binding",b2091,['GLTPD']
gatB,1.3510568941435503,5.0,2167808.0,galactitol-specific enzyme IIB component of PTS,b2093,['GALTptspp']
gatA,1.4695354975714758,5.0,2168075.0,galactitol-specific enzyme IIA component of PTS,b2094,['GALTptspp']
thiM,1.3254027016160184,6.0,2177991.0,hydoxyethylthiazole kinase,b2104,['HETZK']
rcnR,1.5308313416021482,6.0,2179072.0,transcriptional repressor of rcnA,b2105,
rcnA,1.3630985354846834,6.0,2179395.0,membrane protein conferring nickel and cobalt resistance,b2106,
rcnB,1.3483042649377301,6.0,2180608.0,periplasmic modulator of Ni and Co efflux,b2107,
yehA,1.5253141456660821,6.0,2181120.0,putative fimbrial-like adhesin protein,b2108,
yehB,1.445784214182616,6.0,2181908.0,putative outer membrane protein,b2109,
yehC,1.5255158627812424,6.0,2184404.0,putative periplasmic pilin chaperone,b2110,
yehD,1.4276311505918116,6.0,2185216.0,putative fimbrial-like adhesin protein,b2111,
yehE,1.737838161282709,6.0,2186240.0,DUF2574 family protein,b2112,
mrp,1.356750077285624,6.0,2187264.0,antiporter inner membrane protein,b2113,
metG,1.3679150929995625,6.0,2187778.0,methionyl-tRNA synthetase,b2114,['METTRS']
yehH,1.4272727381972325,6.0,2189952.0,No_gene_product,b4499,
yehK,1.5387728579281525,6.0,2197504.0,uncharacterized protein,b4541,
yehR,1.4776766252513653,6.0,2204703.0,"lipoprotein, DUF1307 family",b2123,
yehS,1.3316439468346724,6.0,2205204.0,DUF1456 family protein,b2124,
yehT,1.4181241725876674,6.0,2205721.0,putative response regulator in two-component system withYehU,b2125,
mlrA,1.366717356610419,6.0,2208344.0,transcriptional activator of csgD and csgBA,b2127,
yohP,1.32039064425544,7.0,2222464.0,uncharacterized protein,b4679,
yohJ,1.3663004579582443,7.0,2224128.0,UPF0299 family inner membrane protein,b2141,
cdd,1.393031650099728,7.0,2226176.0,cytidine/deoxycytidine deaminase,b2143,"['CYTD', 'DCYTD']"
sanA,1.4390342625670862,7.0,2226356.0,DUF218 superfamily vancomycin high temperature exclusion protein,b2144,
yeiS,1.4050544672238547,7.0,2227200.0,DUF2542 family protein,b2145,
preA,1.4281344030248775,7.0,2228743.0,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",b2147,['DURADx']
mglA,1.4516096929917481,7.0,2231247.0,methyl-galactoside ABC transporter ATPase,b2149,"['GLCabcpp', 'GALabcpp']"
mglB,1.4756175399527725,7.0,2232828.0,methyl-galactoside transporter subunit,b2150,"['GLCabcpp', 'GALabcpp']"
lysP,1.4352827390839102,8.0,2240541.0,lysine transporter,b2156,['LYSt2pp']
yeiE,1.3846815045110243,8.0,2242560.0,putative DNA-binding transcriptional regulator,b2157,
nfo,1.3408098919102676,8.0,2244608.0,endonuclease IV with intrinsic 3'-5' exonuclease activity,b2159,
yeiI,1.398535813683716,8.0,2245178.0,putative kinase,b2160,
rihB,1.4155190647186324,8.0,2247723.0,ribonucleoside hydrolase 2,b2162,"['CYTDH', 'URIH']"
yeiL,1.4623134695992441,8.0,2248833.0,putative transcriptional regulator,b2163,
psuT,1.462957500688627,8.0,2250752.0,putative nucleoside transporter,b2164,
psuG,1.404951329063539,8.0,2250907.0,pseudouridine 5'-phosphate glycosidase,b2165,
psuK,1.4954357344591442,8.0,2251833.0,pseudouridine kinase,b2166,
fruK,1.3689412195073944,8.0,2254905.0,fructose-1-phosphate kinase,b2168,['FRUK']
fruB,1.4286080182504288,8.0,2256896.0,fused fructose-specific PTS enzymes: IIA component/HPr component,b2169,['FRUptspp']
yeiP,1.3808235776141964,8.0,2258944.0,elongation factor P-like protein,b2171,
lpxT,1.4348719860685075,8.0,2263040.0,lipid A 1-diphosphate synthase; undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase,b2174,['COLIPAKpp']
mepS,1.5387202944279503,8.0,2263457.0,"murein DD-endopeptidase, space-maker hydrolase, mutational suppressor of prc thermosensitivity, outer membrane lipoprotein, weak murein LD-carboxypeptidase",b2175,
rtn,1.4393377827860707,8.0,2264204.0,"resistance protein for phages lambda and N4, putative membrane-anchored cyclic-di-GMP phosphodiesterase",b2176,
yejA,1.3359601638105534,8.0,2265842.0,microcin C ABC transporter periplasmic binding protein,b2177,
yejB,1.378164027068805,8.0,2267657.0,microcin C ABC transporter permease,b2178,
yejE,1.4025417078730429,8.0,2269184.0,microcin C ABC transporter permease,b2179,
yejF,1.3728699394536754,8.0,2269778.0,microcin C ABC transporter ATPase,b2180,
yejG,1.4831067939420224,8.0,2271371.0,uncharacterized protein,b2181,
rsuA,1.4153990126455078,8.0,2273280.0,16S rRNA pseudouridine(516) synthase,b2183,
yejH,1.4027067264657265,8.0,2274110.0,putative ATP-dependent DNA or RNA helicase,b2184,
yejL,1.488703913053204,8.0,2277607.0,UPF0352 family protein,b2187,
narP,1.4372280169777623,8.0,2283978.0,response regulator in two-component regulatory system with NarQ,b2193,
ccmE,1.325622020150335,8.0,2288379.0,periplasmic heme chaperone,b2197,['PHEMEabcpp']
ccmC,1.4927643183374035,8.0,2289664.0,heme export ABC transporter permease; CcmE-interacting protein,b2199,['PHEMEabcpp']
napC,1.38758596576453,8.0,2291712.0,"quinol dehydrogenase, electron source for NapAB",b2202,"['NO3R2bpp', 'NO3R1bpp']"
napB,1.3651303655995801,8.0,2291747.0,"nitrate reductase, small, cytochrome C550 subunit, periplasmic",b2203,"['NO3R2bpp', 'NO3R1bpp']"
napD,1.5651081703142775,8.0,2296320.0,assembly protein for periplasmic nitrate reductase,b2207,
eco,1.4405267025271233,8.0,2297856.0,"ecotin, a serine protease inhibitor",b2209,
ada,1.3523092143075586,8.0,2302819.0,fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase,b2213,
ompC,1.4564726289877556,8.0,2306048.0,outer membrane porin protein C,b2215,"['ACNAMtex', 'SUCCtex', 'XYLUtex', 'ACALDtex', 'CMPtex', 'F6Ptex', 'CLtex', 'DHAtex', 'IMPtex', 'PHEtex', 'IDONtex', 'CMtex', 'CRNDtex', 'DAMPtex', 'GLYC3Ptex', 'CGLYtex', 'DDGLCNtex', 'MANtex', 'INDOLEtex', 'TRPtex', 'UMPtex', 'ACGAM1Ptex', 'GSNtex', 'CRNtex', 'GMPtex', 'LEUtex', 'XYLtex', 'FE2tex', 'SLNTtex', 'ACGALtex', 'SKMtex', 'SO2tex', 'CITtex', 'DALAtex', 'SO3tex', 'CO2tex', 'ACGAL1Ptex', 'GTHOXtex', 'CHLtex', 'FORtex', 'TSULtex', 'SUCRtex', 'SULFACtex', 'INSTtex', 'TTRCYCtex', 'PItex', 'DGMPtex', 'AMPtex', 'ANHGMtex', 'DGSNtex', 'ILEtex', 'GLYCLTtex', 'COBALT2tex', 'Zn2tex', 'ACSERtex', 'TUNGStex', 'CSNtex', 'AGMtex', 'LIPOtex', 'CHTBStex', 'SO4tex', 'DAPtex', '3UMPtex', 'TYMtex', 'URAtex', 'ACGAtex', 'LYStex', 'DINStex', 'GALURtex', 'GTHRDtex', 'OROTtex', 'ALLTNtex', 'MMETtex', 'FUSAtex', 'NH4tex', 'THMtex', '12PPDRtex', 'ALAALAtex', 'NOtex', '12PPDStex', 'R5Ptex', 'XANtex', 'CUtex', 'SPMDtex', 'XMPtex', 'ALLtex', 'TYRPtex', '23CCMPtex', 'DCAtex', 'GAMAN6Ptex', 'THRPtex', 'TYRtex', '23CAMPtex', 'CU2tex', 'NI2tex', 'NO2tex', 'GTPtex', 'MNLtex', 'GLCNtex', '23CGMPtex', 'GAL1Ptex', '23CUMPtex', 'GALtex', 'HG2tex', 'MALtex', 'NAtex', '23DAPPAtex', 'DCMPtex', 'G1Ptex', 'MAN6Ptex', 'UACGAMtex', 'PYDAMtex', 'XTSNtex', 'MNtex', 'ARBTtex', 'DMSOtex', 'THMDtex', 'G6Ptex', 'GAMtex', 'HIStex', 'NMNtex', 'PACALDtex', 'THRtex', 'GALBDtex', 'THYMtex', 'GBBTNtex', 'PNTOtex', 'TREtex', 'CYANtex', 'MANGLYCtex', 'NO3tex', 'FE3tex', 'GLCRtex', '26DAHtex', 'PYDXNtex', 'H2O2tex', 'DIMPtex', 'DMStex', 'H2Otex', 'O2Stex', 'UDPGALtex', 'ASPtex', '3CMPtex', '3HPPtex', 'HCINNMtex', 'ARBtex', '3AMPtex', 'ACtex', 'GLYCtex', 'O2tex', 'DSERtex', 'FRULYStex', 'PSCLYStex', 'ABUTtex', 'MOBDtex', 'LALALGLUtex', 'CA2tex', 'GLCUR1Ptex', 'GLCURtex', 'DOXRBCNtex', 'H2Stex', 'UDPGLCURtex', 'DOPAtex', 'FRUURtex', 'GLCtex', 'HXAtex', 'CD2tex', 'DUMPtex', 'ETHAtex', 'H2tex', 'FRUtex', 'UDPGtex', 'ADEtex', 'ETHSO3tex', 'D__LACtex', 'DTMPtex', 'FALDtex', 'CYTDtex', 'OCTAtex', 'GLYtex', 'SERtex', 'PSERtex', 'BALAtex', 'FUCtex', 'LCTStex', 'PROGLYtex', 'ETOHtex', 'ACMUMtex', 'HYXNtex', 'ACMANAtex', 'Htex', '34dhpactex', 'ARGtex', 'UDPACGALtex', 'ACACtex', 'PROtex', '3GMPtex', 'PEAMNtex', 'FUMtex', 'MELIBtex', '3PEPTtex', 'ASO3tex', 'BTNtex', 'GALTtex', 'MSO3tex', 'CYNTtex', 'TARTRDtex', 'CYSDtex', 'METtex', 'UREAtex', 'RIBtex', 'MEOHtex', 'PPALtex', 'ISETACtex', 'PYDXtex', 'SBTtex', 'LYXtex', 'ALAtex', 'GLNtex', 'ASCBtex', 'GALCTNLtex', '4HOXPACDtex', 'TMAtex', 'MG2tex', 'G3PCtex', 'RMNtex', 'GALCTNtex', 'Ktex', 'HOMtex', 'TARTRtex', 'GLUtex', 'GALCTtex', 'TMAOtex', 'MALDtex', '4PEPTtex', 'G3PGtex', 'PYRtex', 'GLYALDtex', 'METDtex', '5DGLCNtex', 'ASNtex', 'PPAtex', 'GDPtex', 'MINCYCtex', 'N2Otex', 'G3PEtex', 'L__LACtex', 'HPPPNtex', 'TAURtex', 'SELtex', 'TCYNTtex', 'PPPNtex', 'QUIN2tex', 'GLYBtex', 'NACtex', 'CYStex', 'GLYCAtex', 'G3PItex', 'BUTSO3tex', 'METSOX1tex', 'VALtex', 'GLYC2Ptex', 'AKGtex', 'BUTtex', 'METSOX2tex', 'PTRCtex', 'LALADGLUtex', 'ORNtex', '5MTRtex', 'G3PStex', 'PPTtex']"
rcsD,1.4398175018049348,8.0,2306966.0,phosphotransfer intermediate protein in two-component regulatory system with RcsBC,b2216,
rcsB,1.4523867494856944,8.0,2310144.0,response regulator in two-component regulatory system with RcsC and YojN,b2217,
rcsC,1.43524331735285,8.0,2310505.0,hybrid sensory kinase in two-component regulatory system with RcsB and YojN,b2218,
atoS,1.444532842965015,8.0,2313521.0,sensory histidine kinase in two-component regulatory system with AtoC,b2219,
atoC,1.3909793280507037,8.0,2315344.0,"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein",b2220,
atoE,1.4214099117535748,8.0,2318336.0,short chain fatty acid transporter,b2223,"['HEXt2rpp', 'ACACt2pp', 'BUTt2rpp']"
yfaQ,1.383174105126618,8.0,2321626.0,"tandem DUF2300 domain protein, putative host defense protein",b2226,
yfaT,1.4731595781046654,8.0,2327814.0,"DUF1175 family protein, putative host defense protein",b2229,
nrdA,1.4140648775953601,8.0,2338343.0,"ribonucleoside-diphosphate reductase 1, alpha subunit",b2234,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
nrdB,1.3718454118532024,8.0,2340864.0,"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein",b2235,"['RNDR1', 'RNDR4', 'RNDR3', 'RNDR2']"
yfaE,1.4455621337948017,8.0,2341992.0,ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance,b2236,
inaA,1.4058555766619385,8.0,2342912.0,acid-inducible Kdo/WaaP family putative kinase,b2237,
yfaH,1.775342272456608,8.0,2343129.0,No_gene_product,b2238,
yfaD,1.428779902651483,9.0,2351104.0,transposase_31 family protein,b2244,
ypaA,1.480127252073562,9.0,2351294.0,No_gene_product,b4543,
rhmA,1.3655860805744715,9.0,2351520.0,2-keto-3-deoxy-L-rhamnonate aldolase,b2245,
rhmR,1.3596812693543239,9.0,2355200.0,putative DNA-binding transcriptional regulator for the rhm operon,b2248,
nudI,1.3883893695661633,9.0,2358032.0,nucleoside triphosphatase,b2251,"['NTPP7', 'DUTPDP', 'NTPP3']"
ais,1.458932070107226,9.0,2358496.0,putative LPS core heptose(II)-phosphate phosphatase,b2252,
arnB,1.3858650217677544,9.0,2359406.0,"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent",b2253,['UDPKAAT']
arnC,1.4304645553844877,9.0,2361344.0,undecaprenyl phosphate-L-Ara4FN transferase,b2254,['UPLA4FNT']
arnD,1.3939333419268192,9.0,2363496.0,undecaprenyl phosphate-alpha-L-ara4FN deformylase,b2256,['UPLA4FNF']
arnT,1.3608909836481229,9.0,2364386.0,4-amino-4-deoxy-L-arabinose transferase,b2257,['LA4NTpp']
arnE,1.3662923455371068,9.0,2366035.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b4544,['ULA4Ntppi']
arnF,1.4480238565342862,9.0,2366370.0,undecaprenyl phosphate-alpha-L-ara4N exporter; flippase ArnEF subunit,b2258,['ULA4Ntppi']
pmrD,1.6350414533459734,9.0,2366976.0,inactive two-component system connector protein,b2259,
menE,1.3812189850565704,9.0,2367488.0,O-succinylbenzoate-CoA ligase,b2260,['SUCBZL']
menC,1.3520714026987835,9.0,2368478.0,O-succinylbenzoyl-CoA synthase,b2261,['SUCBZS']
menF,1.3875562632713494,9.0,2373632.0,isochorismate synthase 2,b2265,['ICHORS']
