,Multiplicity,Group Number,Start Position,Product,Gene,iJO1366 Reactions
yadC,1.3183401976141547,1.0,146201.0,putative fimbrial-like adhesin protein,b0135,
ykfN,1.5022737979504368,2.0,258860.0,No_gene_product,b4626,
yagK,1.4233696051475646,3.0,288032.0,CP4-6 prophage; conserved protein,b0277,
yagL,1.4067429765802548,3.0,288930.0,CP4-6 prophage; DNA-binding protein,b0278,
ecpA,1.4658446120916575,4.0,305794.0,ECP pilin,b0293,
ykgR,1.5214476326381565,4.0,308851.0,uncharacterized protein,b4671,
ykgH,1.3995756357480815,5.0,320406.0,putative inner membrane protein,b0310,
cyoD,1.3677455815814856,6.0,443392.0,cytochrome o ubiquinol oxidase subunit IV,b0429,['CYTBO3_4pp']
cueR,1.35658730583224,7.0,509448.0,copper-responsive regulon transcriptional regulator,b0487,
sfmZ,1.3550365276592586,8.0,559303.0,response regulator family protein,b0535,
ylcH,1.377743976838067,9.0,567823.0,"uncharacterized protein, DLP12 prophage",b4588,
ybfB,1.3261539915400617,10.0,729231.0,putative membrane protein,b0702,
mntS,1.5027974207451213,11.0,848384.0,"Mn(2)-response protein, MntR-repressed",b4705,
pqiC,1.3230583260143318,12.0,1010351.0,DUF330 family putative lipoprotein,b0952,
rpmF,1.5450754474263027,13.0,1142822.0,50S ribosomal subunit protein L32,b1089,
ymfI,1.3883996196537405,14.0,1196952.0,e14 prophage; uncharacterized protein,b1143,
icdC,1.3837065564049207,15.0,1206868.0,No_gene_product,b4519,
ariR,1.4504527914832128,16.0,1211904.0,RcsB connector protein for regulation of biofilm and acid-resistance,b1166,
ymgC,1.540245913627633,16.0,1212416.0,"Blue light, low temperature and stress induced protein",b1167,
ymgJ,1.4091533957860236,17.0,1218719.0,uncharacterized protein,b4594,
ldrA,1.728013402770068,18.0,1264640.0,"toxic polypeptide, small",b4419,
ldrC,1.6379066468514072,18.0,1265693.0,"toxic polypeptide, small",b4423,
tdk,1.3076615065453614,19.0,1288982.0,thymidine kinase/deoxyuridine kinase,b1238,"['TMDK1', 'DURIK1']"
ydaS,1.4438925009026606,20.0,1414656.0,Rac prophage; putative DNA-binding transcriptional regulator,b1357,
ynaE,1.8315989702433584,21.0,1428480.0,"cold shock protein, Rac prophage",b1375,
ydfK,1.7083864987863944,22.0,1627328.0,"cold shock protein, function unknown, Qin prophage",b1544,
dicA,1.391785538104355,23.0,1642496.0,Qin prophage; putative regulator for DicB,b1570,
dicB,1.484179721378554,23.0,1644032.0,Qin prophage; cell division inhibition protein,b1575,
yobI,1.4618120365429819,24.0,1940371.0,uncharacterized protein,b4677,
yoeH,1.6532846360024331,25.0,2061824.0,No_gene_product,b4641,
cbtA,1.4280827314171496,26.0,2071049.0,CP4-44 prophage; toxin of the YeeV-YeeU toxin-antitoxin system,b2005,
yefM,1.348459602011803,27.0,2082942.0,antitoxin of the YoeB-YefM toxin-antitoxin system,b2017,
hisL,1.421081463433443,27.0,2083476.0,his operon leader peptide,b2018,
yegR,1.571989727208789,28.0,2161664.0,uncharacterized protein,b2085,
yohO,1.3932438960349758,29.0,2209135.0,putative membrane protein,b4542,
gtrS,1.47162535383272,30.0,2463744.0,"serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage",b2352,
ypfM,1.3197127105836122,31.0,2584192.0,stress-induced small enterobacterial protein,b4606,
shoB,1.4133354966013965,32.0,2693504.0,toxic membrane protein,b4687,
pheL,1.5263931729306013,33.0,2730957.0,pheA gene leader peptide,b2598,
rplS,1.445889553740034,34.0,2737541.0,50S ribosomal subunit protein L19,b2606,
rpsP,1.47466689012465,34.0,2739295.0,30S ribosomal subunit protein S16,b2609,
bamE,1.5726321660993878,35.0,2746963.0,lipoprotein component of BamABCDE OM biogenesis complex,b2617,
yfjJ,1.4277540065384653,36.0,2753905.0,CP4-57 prophage; uncharacterized protein,b2626,
yfjW,1.4020516575508892,37.0,2766676.0,CP4-57 prophage; putative inner membrane protein,b2642,
ypjJ,1.3833723472290458,37.0,2770432.0,uncharacterized protein,b4548,
ypjF,1.4347216972288845,37.0,2770944.0,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,b2646,
csrA,1.3889347994880363,38.0,2812416.0,pleiotropic regulatory protein for carbon source metabolism,b2696,
mazF,1.4407153931503156,39.0,2904114.0,"mRNA interferase toxin, antitoxin is MazE",b2782,
yqeL,1.3791254740153287,40.0,2983177.0,uncharacterized protein,b4683,
ygeF,1.4338437790107834,40.0,2983936.0,No_gene_product,b2850,
yqfG,1.3054788976147662,41.0,3026175.0,uncharacterized protein,b4684,
ibsC,1.3363900965943203,42.0,3050248.0,toxic membrane protein,b4665,
yqgB,1.4129961114566936,43.0,3079278.0,uncharacterized protein,b2939,
hybG,1.3714627299048043,44.0,3133074.0,hydrogenase 2 accessory protein,b2990,
hybF,1.4262428495257349,44.0,3133440.0,protein involved with the maturation of hydrogenases 1 and 2,b2991,
ygiL,1.4034343039015815,45.0,3178772.0,putative fimbrial-like adhesin protein,b3043,
yrbN,1.435734916151798,46.0,3301248.0,uncharacterized protein,b4685,
secG,1.3523855936413196,47.0,3315712.0,preprotein translocase membrane subunit,b3175,
